"Time","{cpu=""total"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pod09713d3a-6c58-453a-bc76-2438c05b2d9e"", instance=""192.168.49.2:10250"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", namespace=""default"", node=""minikube"", pod=""nginx-deployment-647677fc66-szwpr"", service=""prometheus-kube-prometheus-kubelet""}"
2025-03-17 21:19:00,0.00162
2025-03-17 21:20:00,0.000784
2025-03-17 21:21:00,0
2025-03-17 21:21:30,0
2025-03-17 21:22:30,0
2025-03-17 21:23:30,0
2025-03-17 21:24:00,0.0000655
2025-03-17 21:25:00,0.00107
2025-03-17 21:25:30,0.00138
2025-03-17 21:26:30,0.00170
2025-03-17 21:27:30,0.00186
2025-03-17 21:28:00,0.00154
2025-03-17 21:28:30,0.00154
2025-03-17 21:29:00,0.00135
2025-03-17 21:29:30,0.00145
2025-03-17 21:30:00,0.00120
2025-03-17 21:30:30,0.00123
2025-03-17 21:31:00,0.00134
2025-03-17 21:31:30,0.00162
2025-03-17 21:32:00,0.00157
2025-03-17 21:32:30,0.00111
2025-03-17 21:33:00,0.00148
2025-03-17 21:33:30,0.00102
2025-03-17 21:34:00,0.00163
2025-03-17 21:34:30,0.00129
2025-03-17 21:35:00,0.00112
2025-03-17 21:35:30,0.00115
2025-03-17 21:36:00,0.00121
2025-03-17 21:36:30,0.00138
2025-03-17 21:37:00,0.00109
2025-03-17 21:37:30,0.00137
2025-03-17 21:38:00,0.00156
2025-03-17 21:38:30,0.00178
2025-03-17 21:39:00,0.00122
2025-03-17 21:39:30,0.00119
2025-03-17 21:40:00,0.00126
2025-03-17 21:40:30,0.00132
2025-03-17 21:41:00,0.00140
2025-03-17 21:41:30,0.00125
2025-03-17 21:42:00,0.00107
2025-03-17 21:42:30,0.00148
2025-03-17 21:43:00,0.000726
2025-03-17 21:43:30,0.00130
2025-03-17 21:44:00,0.00121
2025-03-17 21:44:30,0.000975
2025-03-17 21:45:00,0.000768
2025-03-17 21:45:30,0.000357
2025-03-17 21:46:00,0.000702
2025-03-17 21:46:30,0.000550
2025-03-17 21:47:00,0.000713
2025-03-17 21:47:30,0.000564
2025-03-17 21:48:00,0.000479
2025-03-17 21:48:30,0.000702
2025-03-17 21:49:00,0.000655
2025-03-17 21:49:30,0.000466
2025-03-17 21:50:00,0.000528
2025-03-17 21:50:30,0.000598
2025-03-17 21:51:30,0.000599
2025-03-17 21:52:00,0.000831
2025-03-17 21:52:30,0.000617
2025-03-17 21:53:00,0.000579
2025-03-17 21:53:30,0.000490
2025-03-17 21:54:00,0.000560
2025-03-17 21:54:30,0.000858
2025-03-17 21:55:00,0.000616
2025-03-17 21:56:00,0.000678
2025-03-17 21:56:30,0.000618
2025-03-17 21:57:30,0.000495
2025-03-17 21:58:00,0.000638
2025-03-17 21:58:30,0.000439
2025-03-17 21:59:00,0.000552
2025-03-17 21:59:30,0.000500
2025-03-17 22:00:00,0.000878
2025-03-17 22:00:30,0.000432
2025-03-17 22:01:00,0.000644
2025-03-17 22:01:30,0.000531
2025-03-17 22:02:00,0.000523
2025-03-17 22:02:30,0.000690
2025-03-17 22:03:00,0.000534
2025-03-17 22:03:30,0
2025-03-17 22:04:00,0
2025-03-17 22:05:00,0
2025-03-17 22:05:30,0
2025-03-17 22:06:00,0
2025-03-17 22:07:00,0.0000195
2025-03-17 22:08:00,0.00000401
2025-03-17 22:09:00,0.00330
2025-03-17 22:09:30,0.00336
2025-03-17 22:10:00,0.00396
2025-03-17 22:10:30,0.00343
2025-03-17 22:11:00,0.00278
2025-03-17 22:11:30,0.00251
2025-03-17 22:12:00,0.00206
2025-03-17 22:12:30,0.00323
2025-03-17 22:13:00,0.00260
2025-03-17 22:13:30,0.00348
2025-03-17 22:14:00,0.00387
2025-03-17 22:14:30,0.00317
2025-03-17 22:15:00,0.00259
2025-03-17 22:15:30,0.00288
2025-03-17 22:16:30,0.00355
2025-03-17 22:17:00,0.00330
2025-03-17 22:17:30,0.00290
2025-03-17 22:18:00,0.00274
2025-03-17 22:18:30,0.00283
2025-03-17 22:19:00,0.00328
2025-03-17 22:19:30,0.00348
2025-03-17 22:20:00,0.00406
2025-03-17 22:20:30,0.00283
2025-03-17 22:21:00,0.00387
2025-03-17 22:21:30,0.00407
2025-03-17 22:22:00,0.00328
2025-03-17 22:22:30,0.00281
2025-03-17 22:23:00,0.00314
2025-03-17 22:23:30,0.00262
2025-03-17 22:24:00,0.00325
2025-03-17 22:24:30,0
2025-03-17 22:25:00,0
2025-03-17 22:26:00,0.00733
2025-03-17 22:26:30,0.00595
2025-03-17 22:27:00,0.00687
2025-03-17 22:27:30,0.00592
2025-03-17 22:28:00,0.00695
2025-03-17 22:28:30,0.00841
2025-03-17 22:29:00,0.00810
2025-03-17 22:29:30,0.00536
2025-03-17 22:30:00,0.00654
2025-03-17 22:30:30,0.00608
2025-03-17 22:31:00,0.00774
2025-03-17 22:31:30,0.00720
2025-03-17 22:32:00,0.00637
2025-03-17 22:32:30,0.00604
2025-03-17 22:33:00,0.00626
2025-03-17 22:33:30,0.00780
2025-03-17 22:34:00,0.00744
2025-03-17 22:34:30,0.00710
2025-03-17 22:35:00,0.00651
2025-03-17 22:36:00,0.0105
2025-03-17 22:36:30,0.00508
2025-03-17 22:37:00,0.00494
2025-03-17 22:37:30,0.00800
2025-03-17 22:38:00,0.00703
2025-03-17 22:38:30,0.00489
2025-03-17 22:39:00,0.00556
2025-03-17 22:39:30,0.00631
2025-03-17 22:40:00,0.00900
2025-03-17 22:40:30,0.00531
2025-03-17 22:41:00,0.00534
2025-03-17 22:41:30,0.00434
2025-03-17 22:42:00,0.00677
